date,quartier,lat,lon,nb_signalements,symptome,so2,no2,pm25,pm10,dust,vent_vitesse,vent_direction,humidite,temperature,label,niveau
2023-02-22,Chatt,33.876,10.105,4,respiratoire,0.746,0.846,10.117,17.021,7.0,24.6,243.9,32.8,16.9,1,Vigilance
2023-02-22,Metouia,33.971,10.001,1,digestif,0.746,0.846,10.117,17.021,7.0,24.6,243.9,32.8,16.9,0,Normal
2023-02-22,Chenini,33.899,10.044,0,oculaire,0.746,0.846,10.117,17.021,7.0,24.6,243.9,32.8,16.9,0,Normal
2023-02-22,El Akarit,33.849,10.143,2,oculaire,0.746,0.846,10.117,17.021,7.0,24.6,243.9,32.8,16.9,1,Vigilance
2023-02-22,Oudhref,33.83,10.087,2,oculaire,0.746,0.846,10.117,17.021,7.0,24.6,243.9,32.8,16.9,1,Vigilance
2023-02-22,Bab Bhar,33.891,10.118,1,digestif,0.746,0.846,10.117,17.021,7.0,24.6,243.9,32.8,16.9,0,Normal
2023-02-22,Jara,33.905,10.071,1,respiratoire,0.746,0.846,10.117,17.021,7.0,24.6,243.9,32.8,16.9,0,Normal
2023-02-23,Bou Chemma,33.882,10.098,5,respiratoire,1.096,1.579,9.379,17.5,9.167,14.78,244.7,21.6,18.2,2,Critique
2023-02-23,Chatt,33.876,10.105,2,respiratoire,1.096,1.579,9.379,17.5,9.167,14.78,244.7,21.6,18.2,1,Vigilance
2023-02-23,Metouia,33.971,10.001,5,respiratoire,1.096,1.579,9.379,17.5,9.167,14.78,244.7,21.6,18.2,2,Critique
2023-02-23,Chenini,33.899,10.044,1,respiratoire,1.096,1.579,9.379,17.5,9.167,14.78,244.7,21.6,18.2,1,Vigilance
2023-02-23,El Akarit,33.849,10.143,4,respiratoire,1.096,1.579,9.379,17.5,9.167,14.78,244.7,21.6,18.2,2,Critique
2023-02-23,Oudhref,33.83,10.087,1,respiratoire,1.096,1.579,9.379,17.5,9.167,14.78,244.7,21.6,18.2,1,Vigilance
2023-02-23,Bab Bhar,33.891,10.118,1,respiratoire,1.096,1.579,9.379,17.5,9.167,14.78,244.7,21.6,18.2,1,Vigilance
2023-02-23,Jara,33.905,10.071,2,respiratoire,1.096,1.579,9.379,17.5,9.167,14.78,244.7,21.6,18.2,1,Vigilance
2023-02-24,Bou Chemma,33.882,10.098,7,oculaire,0.725,1.608,7.458,15.112,9.167,10.08,151.9,24.2,19.0,2,Critique
2023-02-24,Chatt,33.876,10.105,10,respiratoire,0.725,1.608,7.458,15.112,9.167,10.08,151.9,24.2,19.0,2,Critique
2023-02-24,Metouia,33.971,10.001,2,dermatologique,0.725,1.608,7.458,15.112,9.167,10.08,151.9,24.2,19.0,1,Vigilance
2023-02-24,Chenini,33.899,10.044,3,digestif,0.725,1.608,7.458,15.112,9.167,10.08,151.9,24.2,19.0,1,Vigilance
2023-02-24,El Akarit,33.849,10.143,3,dermatologique,0.725,1.608,7.458,15.112,9.167,10.08,151.9,24.2,19.0,1,Vigilance
2023-02-24,Oudhref,33.83,10.087,2,respiratoire,0.725,1.608,7.458,15.112,9.167,10.08,151.9,24.2,19.0,1,Vigilance
2023-02-24,Bab Bhar,33.891,10.118,1,oculaire,0.725,1.608,7.458,15.112,9.167,10.08,151.9,24.2,19.0,1,Vigilance
2023-02-24,Jara,33.905,10.071,3,respiratoire,0.725,1.608,7.458,15.112,9.167,10.08,151.9,24.2,19.0,1,Vigilance
2023-02-25,Bou Chemma,33.882,10.098,26,dermatologique,0.404,0.713,99.308,291.342,208.667,28.38,208.5,27.5,20.9,3,Urgence
2023-02-25,Chatt,33.876,10.105,26,respiratoire,0.404,0.713,99.308,291.342,208.667,28.38,208.5,27.5,20.9,3,Urgence
2023-02-25,Metouia,33.971,10.001,14,dermatologique,0.404,0.713,99.308,291.342,208.667,28.38,208.5,27.5,20.9,3,Urgence
2023-02-25,Chenini,33.899,10.044,15,respiratoire,0.404,0.713,99.308,291.342,208.667,28.38,208.5,27.5,20.9,3,Urgence
2023-02-25,El Akarit,33.849,10.143,23,respiratoire,0.404,0.713,99.308,291.342,208.667,28.38,208.5,27.5,20.9,3,Urgence
2023-02-25,Oudhref,33.83,10.087,18,oculaire,0.404,0.713,99.308,291.342,208.667,28.38,208.5,27.5,20.9,3,Urgence
2023-02-25,Bab Bhar,33.891,10.118,16,oculaire,0.404,0.713,99.308,291.342,208.667,28.38,208.5,27.5,20.9,3,Urgence
2023-02-25,Jara,33.905,10.071,14,oculaire,0.404,0.713,99.308,291.342,208.667,28.38,208.5,27.5,20.9,3,Urgence
2023-02-26,Bou Chemma,33.882,10.098,10,dermatologique,0.792,0.938,21.167,107.337,90.125,21.86,247.0,36.7,16.0,3,Urgence
2023-02-26,Chatt,33.876,10.105,14,oculaire,0.792,0.938,21.167,107.337,90.125,21.86,247.0,36.7,16.0,3,Urgence
2023-02-26,Metouia,33.971,10.001,3,oculaire,0.792,0.938,21.167,107.337,90.125,21.86,247.0,36.7,16.0,2,Critique
2023-02-26,Chenini,33.899,10.044,4,respiratoire,0.792,0.938,21.167,107.337,90.125,21.86,247.0,36.7,16.0,2,Critique
2023-02-26,El Akarit,33.849,10.143,7,oculaire,0.792,0.938,21.167,107.337,90.125,21.86,247.0,36.7,16.0,3,Urgence
2023-02-26,Oudhref,33.83,10.087,6,dermatologique,0.792,0.938,21.167,107.337,90.125,21.86,247.0,36.7,16.0,2,Critique
2023-02-26,Bab Bhar,33.891,10.118,2,oculaire,0.792,0.938,21.167,107.337,90.125,21.86,247.0,36.7,16.0,2,Critique
2023-02-26,Jara,33.905,10.071,6,oculaire,0.792,0.938,21.167,107.337,90.125,21.86,247.0,36.7,16.0,2,Critique
2023-02-27,Bou Chemma,33.882,10.098,5,oculaire,0.783,1.304,10.363,36.925,23.417,12.98,237.5,40.1,15.9,1,Vigilance
2023-02-27,Chatt,33.876,10.105,5,oculaire,0.783,1.304,10.363,36.925,23.417,12.98,237.5,40.1,15.9,1,Vigilance
2023-02-27,Metouia,33.971,10.001,3,dermatologique,0.783,1.304,10.363,36.925,23.417,12.98,237.5,40.1,15.9,1,Vigilance
2023-02-27,Chenini,33.899,10.044,0,respiratoire,0.783,1.304,10.363,36.925,23.417,12.98,237.5,40.1,15.9,0,Normal
2023-02-27,El Akarit,33.849,10.143,3,respiratoire,0.783,1.304,10.363,36.925,23.417,12.98,237.5,40.1,15.9,1,Vigilance
2023-02-27,Oudhref,33.83,10.087,1,dermatologique,0.783,1.304,10.363,36.925,23.417,12.98,237.5,40.1,15.9,1,Vigilance
2023-02-27,Bab Bhar,33.891,10.118,4,oculaire,0.783,1.304,10.363,36.925,23.417,12.98,237.5,40.1,15.9,1,Vigilance
2023-02-27,Jara,33.905,10.071,1,dermatologique,0.783,1.304,10.363,36.925,23.417,12.98,237.5,40.1,15.9,1,Vigilance
2023-02-28,Bou Chemma,33.882,10.098,2,oculaire,0.858,1.258,15.6,52.408,43.917,17.78,251.8,40.2,14.5,2,Critique
2023-02-28,Chatt,33.876,10.105,8,oculaire,0.858,1.258,15.6,52.408,43.917,17.78,251.8,40.2,14.5,2,Critique
2023-02-28,Metouia,33.971,10.001,3,respiratoire,0.858,1.258,15.6,52.408,43.917,17.78,251.8,40.2,14.5,2,Critique
2023-02-28,Chenini,33.899,10.044,3,oculaire,0.858,1.258,15.6,52.408,43.917,17.78,251.8,40.2,14.5,2,Critique
2023-02-28,El Akarit,33.849,10.143,4,oculaire,0.858,1.258,15.6,52.408,43.917,17.78,251.8,40.2,14.5,2,Critique
2023-02-28,Oudhref,33.83,10.087,5,dermatologique,0.858,1.258,15.6,52.408,43.917,17.78,251.8,40.2,14.5,2,Critique
2023-02-28,Bab Bhar,33.891,10.118,2,respiratoire,0.858,1.258,15.6,52.408,43.917,17.78,251.8,40.2,14.5,2,Critique
2023-02-28,Jara,33.905,10.071,1,respiratoire,0.858,1.258,15.6,52.408,43.917,17.78,251.8,40.2,14.5,1,Vigilance
2023-03-01,Bou Chemma,33.882,10.098,6,respiratoire,0.658,1.025,14.296,27.304,21.083,20.35,248.8,36.4,12.6,2,Critique
2023-03-01,Chatt,33.876,10.105,1,respiratoire,0.658,1.025,14.296,27.304,21.083,20.35,248.8,36.4,12.6,1,Vigilance
2023-03-01,Metouia,33.971,10.001,6,dermatologique,0.658,1.025,14.296,27.304,21.083,20.35,248.8,36.4,12.6,2,Critique
2023-03-01,Chenini,33.899,10.044,2,respiratoire,0.658,1.025,14.296,27.304,21.083,20.35,248.8,36.4,12.6,1,Vigilance
2023-03-01,El Akarit,33.849,10.143,5,respiratoire,0.658,1.025,14.296,27.304,21.083,20.35,248.8,36.4,12.6,2,Critique
2023-03-01,Oudhref,33.83,10.087,0,oculaire,0.658,1.025,14.296,27.304,21.083,20.35,248.8,36.4,12.6,1,Vigilance
2023-03-01,Bab Bhar,33.891,10.118,3,dermatologique,0.658,1.025,14.296,27.304,21.083,20.35,248.8,36.4,12.6,1,Vigilance
2023-03-01,Jara,33.905,10.071,2,dermatologique,0.658,1.025,14.296,27.304,21.083,20.35,248.8,36.4,12.6,1,Vigilance
2023-03-02,Bou Chemma,33.882,10.098,3,digestif,0.746,1.425,8.154,17.333,12.167,13.97,244.1,36.3,14.3,1,Vigilance
2023-03-02,Chatt,33.876,10.105,2,respiratoire,0.746,1.425,8.154,17.333,12.167,13.97,244.1,36.3,14.3,0,Normal
2023-03-02,Metouia,33.971,10.001,0,respiratoire,0.746,1.425,8.154,17.333,12.167,13.97,244.1,36.3,14.3,0,Normal
2023-03-02,Chenini,33.899,10.044,1,oculaire,0.746,1.425,8.154,17.333,12.167,13.97,244.1,36.3,14.3,0,Normal
2023-03-02,El Akarit,33.849,10.143,3,dermatologique,0.746,1.425,8.154,17.333,12.167,13.97,244.1,36.3,14.3,1,Vigilance
2023-03-02,Oudhref,33.83,10.087,4,respiratoire,0.746,1.425,8.154,17.333,12.167,13.97,244.1,36.3,14.3,1,Vigilance
2023-03-02,Bab Bhar,33.891,10.118,0,digestif,0.746,1.425,8.154,17.333,12.167,13.97,244.1,36.3,14.3,0,Normal
2023-03-02,Jara,33.905,10.071,0,oculaire,0.746,1.425,8.154,17.333,12.167,13.97,244.1,36.3,14.3,0,Normal
2023-03-03,Bou Chemma,33.882,10.098,3,digestif,0.758,1.225,6.533,10.425,2.917,16.45,258.8,41.1,14.5,0,Normal
2023-03-03,Chatt,33.876,10.105,1,respiratoire,0.758,1.225,6.533,10.425,2.917,16.45,258.8,41.1,14.5,0,Normal
2023-03-03,Metouia,33.971,10.001,4,oculaire,0.758,1.225,6.533,10.425,2.917,16.45,258.8,41.1,14.5,1,Vigilance
2023-03-03,Chenini,33.899,10.044,1,respiratoire,0.758,1.225,6.533,10.425,2.917,16.45,258.8,41.1,14.5,0,Normal
2023-03-03,El Akarit,33.849,10.143,4,oculaire,0.758,1.225,6.533,10.425,2.917,16.45,258.8,41.1,14.5,1,Vigilance
2023-03-03,Oudhref,33.83,10.087,2,oculaire,0.758,1.225,6.533,10.425,2.917,16.45,258.8,41.1,14.5,0,Normal
2023-03-03,Bab Bhar,33.891,10.118,0,respiratoire,0.758,1.225,6.533,10.425,2.917,16.45,258.8,41.1,14.5,0,Normal
2023-03-03,Jara,33.905,10.071,1,dermatologique,0.758,1.225,6.533,10.425,2.917,16.45,258.8,41.1,14.5,0,Normal
2023-03-04,Bou Chemma,33.882,10.098,4,respiratoire,0.592,1.442,8.55,15.029,4.75,14.45,255.7,42.2,12.6,1,Vigilance
2023-03-04,Chatt,33.876,10.105,2,respiratoire,0.592,1.442,8.55,15.029,4.75,14.45,255.7,42.2,12.6,0,Normal
2023-03-04,Metouia,33.971,10.001,0,dermatologique,0.592,1.442,8.55,15.029,4.75,14.45,255.7,42.2,12.6,0,Normal
2023-03-04,Chenini,33.899,10.044,0,respiratoire,0.592,1.442,8.55,15.029,4.75,14.45,255.7,42.2,12.6,0,Normal
2023-03-04,El Akarit,33.849,10.143,2,respiratoire,0.592,1.442,8.55,15.029,4.75,14.45,255.7,42.2,12.6,0,Normal
2023-03-04,Oudhref,33.83,10.087,1,respiratoire,0.592,1.442,8.55,15.029,4.75,14.45,255.7,42.2,12.6,0,Normal
2023-03-04,Bab Bhar,33.891,10.118,0,respiratoire,0.592,1.442,8.55,15.029,4.75,14.45,255.7,42.2,12.6,0,Normal
2023-03-04,Jara,33.905,10.071,0,respiratoire,0.592,1.442,8.55,15.029,4.75,14.45,255.7,42.2,12.6,0,Normal
2023-03-05,Bou Chemma,33.882,10.098,3,dermatologique,0.617,1.546,10.267,12.933,1.833,10.27,279.8,45.9,13.2,1,Vigilance
2023-03-05,Chatt,33.876,10.105,1,oculaire,0.617,1.546,10.267,12.933,1.833,10.27,279.8,45.9,13.2,0,Normal
2023-03-05,Metouia,33.971,10.001,0,respiratoire,0.617,1.546,10.267,12.933,1.833,10.27,279.8,45.9,13.2,0,Normal
2023-03-05,Chenini,33.899,10.044,2,oculaire,0.617,1.546,10.267,12.933,1.833,10.27,279.8,45.9,13.2,0,Normal
2023-03-05,El Akarit,33.849,10.143,2,respiratoire,0.617,1.546,10.267,12.933,1.833,10.27,279.8,45.9,13.2,0,Normal
2023-03-05,Oudhref,33.83,10.087,1,dermatologique,0.617,1.546,10.267,12.933,1.833,10.27,279.8,45.9,13.2,0,Normal
2023-03-05,Bab Bhar,33.891,10.118,2,digestif,0.617,1.546,10.267,12.933,1.833,10.27,279.8,45.9,13.2,0,Normal
2023-03-05,Jara,33.905,10.071,2,oculaire,0.617,1.546,10.267,12.933,1.833,10.27,279.8,45.9,13.2,0,Normal
2023-03-06,Bou Chemma,33.882,10.098,5,respiratoire,0.458,0.938,22.608,61.288,62.458,21.3,230.5,25.2,16.8,2,Critique
2023-03-06,Chatt,33.876,10.105,6,respiratoire,0.458,0.938,22.608,61.288,62.458,21.3,230.5,25.2,16.8,2,Critique
2023-03-06,Metouia,33.971,10.001,5,oculaire,0.458,0.938,22.608,61.288,62.458,21.3,230.5,25.2,16.8,2,Critique
2023-03-06,Chenini,33.899,10.044,6,oculaire,0.458,0.938,22.608,61.288,62.458,21.3,230.5,25.2,16.8,2,Critique
2023-03-06,El Akarit,33.849,10.143,3,oculaire,0.458,0.938,22.608,61.288,62.458,21.3,230.5,25.2,16.8,2,Critique
2023-03-06,Oudhref,33.83,10.087,2,oculaire,0.458,0.938,22.608,61.288,62.458,21.3,230.5,25.2,16.8,2,Critique
2023-03-06,Bab Bhar,33.891,10.118,7,respiratoire,0.458,0.938,22.608,61.288,62.458,21.3,230.5,25.2,16.8,2,Critique
2023-03-06,Jara,33.905,10.071,8,respiratoire,0.458,0.938,22.608,61.288,62.458,21.3,230.5,25.2,16.8,2,Critique
2023-03-07,Bou Chemma,33.882,10.098,4,respiratoire,0.608,1.225,10.821,23.217,11.375,10.36,183.5,64.0,15.9,1,Vigilance
2023-03-07,Chatt,33.876,10.105,2,respiratoire,0.608,1.225,10.821,23.217,11.375,10.36,183.5,64.0,15.9,0,Normal
2023-03-07,Metouia,33.971,10.001,0,oculaire,0.608,1.225,10.821,23.217,11.375,10.36,183.5,64.0,15.9,0,Normal
2023-03-07,Chenini,33.899,10.044,1,respiratoire,0.608,1.225,10.821,23.217,11.375,10.36,183.5,64.0,15.9,0,Normal
2023-03-07,El Akarit,33.849,10.143,4,respiratoire,0.608,1.225,10.821,23.217,11.375,10.36,183.5,64.0,15.9,1,Vigilance
2023-03-07,Oudhref,33.83,10.087,3,respiratoire,0.608,1.225,10.821,23.217,11.375,10.36,183.5,64.0,15.9,1,Vigilance
2023-03-07,Bab Bhar,33.891,10.118,0,oculaire,0.608,1.225,10.821,23.217,11.375,10.36,183.5,64.0,15.9,0,Normal
2023-03-07,Jara,33.905,10.071,2,respiratoire,0.608,1.225,10.821,23.217,11.375,10.36,183.5,64.0,15.9,0,Normal
2023-03-08,Bou Chemma,33.882,10.098,1,respiratoire,0.479,1.121,6.033,8.542,2.0,14.26,193.6,45.8,18.7,0,Normal
2023-03-08,Chatt,33.876,10.105,2,dermatologique,0.479,1.121,6.033,8.542,2.0,14.26,193.6,45.8,18.7,0,Normal
2023-03-08,Metouia,33.971,10.001,0,dermatologique,0.479,1.121,6.033,8.542,2.0,14.26,193.6,45.8,18.7,0,Normal
2023-03-08,Chenini,33.899,10.044,0,digestif,0.479,1.121,6.033,8.542,2.0,14.26,193.6,45.8,18.7,0,Normal
2023-03-08,El Akarit,33.849,10.143,3,dermatologique,0.479,1.121,6.033,8.542,2.0,14.26,193.6,45.8,18.7,0,Normal
2023-03-08,Oudhref,33.83,10.087,0,respiratoire,0.479,1.121,6.033,8.542,2.0,14.26,193.6,45.8,18.7,0,Normal
2023-03-08,Bab Bhar,33.891,10.118,0,oculaire,0.479,1.121,6.033,8.542,2.0,14.26,193.6,45.8,18.7,0,Normal
2023-03-08,Jara,33.905,10.071,0,oculaire,0.479,1.121,6.033,8.542,2.0,14.26,193.6,45.8,18.7,0,Normal
2023-03-09,Bou Chemma,33.882,10.098,3,respiratoire,0.608,1.412,5.833,7.871,1.5,13.82,232.1,44.5,21.6,0,Normal
2023-03-09,Chatt,33.876,10.105,1,respiratoire,0.608,1.412,5.833,7.871,1.5,13.82,232.1,44.5,21.6,0,Normal
2023-03-09,Metouia,33.971,10.001,0,respiratoire,0.608,1.412,5.833,7.871,1.5,13.82,232.1,44.5,21.6,0,Normal
2023-03-09,Chenini,33.899,10.044,2,oculaire,0.608,1.412,5.833,7.871,1.5,13.82,232.1,44.5,21.6,0,Normal
2023-03-09,El Akarit,33.849,10.143,0,respiratoire,0.608,1.412,5.833,7.871,1.5,13.82,232.1,44.5,21.6,0,Normal
2023-03-09,Oudhref,33.83,10.087,1,respiratoire,0.608,1.412,5.833,7.871,1.5,13.82,232.1,44.5,21.6,0,Normal
2023-03-09,Bab Bhar,33.891,10.118,3,oculaire,0.608,1.412,5.833,7.871,1.5,13.82,232.1,44.5,21.6,0,Normal
2023-03-09,Jara,33.905,10.071,0,respiratoire,0.608,1.412,5.833,7.871,1.5,13.82,232.1,44.5,21.6,0,Normal
2023-03-10,Bou Chemma,33.882,10.098,3,dermatologique,0.821,1.279,6.296,9.575,1.375,11.56,177.2,42.3,21.5,1,Vigilance
2023-03-10,Chatt,33.876,10.105,7,respiratoire,0.821,1.279,6.296,9.575,1.375,11.56,177.2,42.3,21.5,2,Critique
2023-03-10,Metouia,33.971,10.001,3,dermatologique,0.821,1.279,6.296,9.575,1.375,11.56,177.2,42.3,21.5,1,Vigilance
2023-03-10,Chenini,33.899,10.044,4,respiratoire,0.821,1.279,6.296,9.575,1.375,11.56,177.2,42.3,21.5,2,Critique
2023-03-10,El Akarit,33.849,10.143,12,respiratoire,0.821,1.279,6.296,9.575,1.375,11.56,177.2,42.3,21.5,3,Urgence
2023-03-10,Oudhref,33.83,10.087,4,digestif,0.821,1.279,6.296,9.575,1.375,11.56,177.2,42.3,21.5,2,Critique
2023-03-10,Bab Bhar,33.891,10.118,4,respiratoire,0.821,1.279,6.296,9.575,1.375,11.56,177.2,42.3,21.5,2,Critique
2023-03-10,Jara,33.905,10.071,3,respiratoire,0.821,1.279,6.296,9.575,1.375,11.56,177.2,42.3,21.5,1,Vigilance
2023-03-11,Bou Chemma,33.882,10.098,2,respiratoire,0.783,1.387,6.129,12.617,2.333,12.65,280.1,39.1,21.7,0,Normal
2023-03-11,Chatt,33.876,10.105,1,dermatologique,0.783,1.387,6.129,12.617,2.333,12.65,280.1,39.1,21.7,0,Normal
2023-03-11,Metouia,33.971,10.001,2,respiratoire,0.783,1.387,6.129,12.617,2.333,12.65,280.1,39.1,21.7,0,Normal
2023-03-11,Chenini,33.899,10.044,3,digestif,0.783,1.387,6.129,12.617,2.333,12.65,280.1,39.1,21.7,0,Normal
2023-03-11,El Akarit,33.849,10.143,5,respiratoire,0.783,1.387,6.129,12.617,2.333,12.65,280.1,39.1,21.7,1,Vigilance
2023-03-11,Oudhref,33.83,10.087,0,respiratoire,0.783,1.387,6.129,12.617,2.333,12.65,280.1,39.1,21.7,0,Normal
2023-03-11,Bab Bhar,33.891,10.118,0,respiratoire,0.783,1.387,6.129,12.617,2.333,12.65,280.1,39.1,21.7,0,Normal
2023-03-11,Jara,33.905,10.071,0,respiratoire,0.783,1.387,6.129,12.617,2.333,12.65,280.1,39.1,21.7,0,Normal
2023-03-12,Bou Chemma,33.882,10.098,2,dermatologique,0.812,1.279,6.342,10.775,3.542,9.72,209.1,30.8,22.9,0,Normal
2023-03-12,Chatt,33.876,10.105,2,oculaire,0.812,1.279,6.342,10.775,3.542,9.72,209.1,30.8,22.9,0,Normal
2023-03-12,Metouia,33.971,10.001,2,respiratoire,0.812,1.279,6.342,10.775,3.542,9.72,209.1,30.8,22.9,0,Normal
2023-03-12,Chenini,33.899,10.044,1,respiratoire,0.812,1.279,6.342,10.775,3.542,9.72,209.1,30.8,22.9,0,Normal
2023-03-12,El Akarit,33.849,10.143,3,dermatologique,0.812,1.279,6.342,10.775,3.542,9.72,209.1,30.8,22.9,0,Normal
2023-03-12,Oudhref,33.83,10.087,0,respiratoire,0.812,1.279,6.342,10.775,3.542,9.72,209.1,30.8,22.9,0,Normal
2023-03-12,Bab Bhar,33.891,10.118,0,oculaire,0.812,1.279,6.342,10.775,3.542,9.72,209.1,30.8,22.9,0,Normal
2023-03-12,Jara,33.905,10.071,2,oculaire,0.812,1.279,6.342,10.775,3.542,9.72,209.1,30.8,22.9,0,Normal
2023-03-13,Bou Chemma,33.882,10.098,3,oculaire,0.475,0.983,4.663,9.562,0.167,10.7,89.2,63.0,17.5,1,Vigilance
2023-03-13,Chatt,33.876,10.105,3,oculaire,0.475,0.983,4.663,9.562,0.167,10.7,89.2,63.0,17.5,1,Vigilance
2023-03-13,Metouia,33.971,10.001,3,respiratoire,0.475,0.983,4.663,9.562,0.167,10.7,89.2,63.0,17.5,1,Vigilance
2023-03-13,Chenini,33.899,10.044,2,respiratoire,0.475,0.983,4.663,9.562,0.167,10.7,89.2,63.0,17.5,0,Normal
2023-03-13,El Akarit,33.849,10.143,2,oculaire,0.475,0.983,4.663,9.562,0.167,10.7,89.2,63.0,17.5,0,Normal
2023-03-13,Oudhref,33.83,10.087,1,oculaire,0.475,0.983,4.663,9.562,0.167,10.7,89.2,63.0,17.5,0,Normal
2023-03-13,Bab Bhar,33.891,10.118,0,respiratoire,0.475,0.983,4.663,9.562,0.167,10.7,89.2,63.0,17.5,0,Normal
2023-03-13,Jara,33.905,10.071,1,digestif,0.475,0.983,4.663,9.562,0.167,10.7,89.2,63.0,17.5,0,Normal
2023-03-14,Bou Chemma,33.882,10.098,0,respiratoire,0.633,1.2,9.875,17.604,7.417,16.87,228.4,44.7,20.5,0,Normal
2023-03-14,Chatt,33.876,10.105,2,respiratoire,0.633,1.2,9.875,17.604,7.417,16.87,228.4,44.7,20.5,0,Normal
2023-03-14,Metouia,33.971,10.001,0,digestif,0.633,1.2,9.875,17.604,7.417,16.87,228.4,44.7,20.5,0,Normal
2023-03-14,Chenini,33.899,10.044,1,digestif,0.633,1.2,9.875,17.604,7.417,16.87,228.4,44.7,20.5,0,Normal
2023-03-14,El Akarit,33.849,10.143,4,oculaire,0.633,1.2,9.875,17.604,7.417,16.87,228.4,44.7,20.5,1,Vigilance
2023-03-14,Oudhref,33.83,10.087,1,oculaire,0.633,1.2,9.875,17.604,7.417,16.87,228.4,44.7,20.5,0,Normal
2023-03-14,Bab Bhar,33.891,10.118,1,respiratoire,0.633,1.2,9.875,17.604,7.417,16.87,228.4,44.7,20.5,0,Normal
2023-03-14,Jara,33.905,10.071,5,respiratoire,0.633,1.2,9.875,17.604,7.417,16.87,228.4,44.7,20.5,1,Vigilance
2023-03-15,Bou Chemma,33.882,10.098,3,respiratoire,0.571,0.9,5.196,14.075,2.292,12.17,96.7,45.7,18.3,1,Vigilance
2023-03-15,Chatt,33.876,10.105,5,respiratoire,0.571,0.9,5.196,14.075,2.292,12.17,96.7,45.7,18.3,1,Vigilance
2023-03-15,Metouia,33.971,10.001,0,digestif,0.571,0.9,5.196,14.075,2.292,12.17,96.7,45.7,18.3,0,Normal
2023-03-15,Chenini,33.899,10.044,3,oculaire,0.571,0.9,5.196,14.075,2.292,12.17,96.7,45.7,18.3,1,Vigilance
2023-03-15,El Akarit,33.849,10.143,6,oculaire,0.571,0.9,5.196,14.075,2.292,12.17,96.7,45.7,18.3,1,Vigilance
2023-03-15,Oudhref,33.83,10.087,3,oculaire,0.571,0.9,5.196,14.075,2.292,12.17,96.7,45.7,18.3,1,Vigilance
2023-03-15,Bab Bhar,33.891,10.118,2,respiratoire,0.571,0.9,5.196,14.075,2.292,12.17,96.7,45.7,18.3,1,Vigilance
2023-03-15,Jara,33.905,10.071,0,respiratoire,0.571,0.9,5.196,14.075,2.292,12.17,96.7,45.7,18.3,0,Normal
2023-03-16,Bou Chemma,33.882,10.098,3,respiratoire,0.529,0.896,4.292,10.667,0.417,9.61,107.2,60.8,15.7,1,Vigilance
2023-03-16,Chatt,33.876,10.105,1,respiratoire,0.529,0.896,4.292,10.667,0.417,9.61,107.2,60.8,15.7,0,Normal
2023-03-16,Metouia,33.971,10.001,2,oculaire,0.529,0.896,4.292,10.667,0.417,9.61,107.2,60.8,15.7,0,Normal
2023-03-16,Chenini,33.899,10.044,1,respiratoire,0.529,0.896,4.292,10.667,0.417,9.61,107.2,60.8,15.7,0,Normal
2023-03-16,El Akarit,33.849,10.143,8,respiratoire,0.529,0.896,4.292,10.667,0.417,9.61,107.2,60.8,15.7,2,Critique
2023-03-16,Oudhref,33.83,10.087,2,respiratoire,0.529,0.896,4.292,10.667,0.417,9.61,107.2,60.8,15.7,0,Normal
2023-03-16,Bab Bhar,33.891,10.118,0,respiratoire,0.529,0.896,4.292,10.667,0.417,9.61,107.2,60.8,15.7,0,Normal
2023-03-16,Jara,33.905,10.071,2,respiratoire,0.529,0.896,4.292,10.667,0.417,9.61,107.2,60.8,15.7,0,Normal
2023-03-17,Bou Chemma,33.882,10.098,0,respiratoire,0.558,0.825,5.35,11.192,0.333,10.62,115.1,72.5,14.9,0,Normal
2023-03-17,Chatt,33.876,10.105,3,digestif,0.558,0.825,5.35,11.192,0.333,10.62,115.1,72.5,14.9,1,Vigilance
2023-03-17,Metouia,33.971,10.001,3,respiratoire,0.558,0.825,5.35,11.192,0.333,10.62,115.1,72.5,14.9,1,Vigilance
2023-03-17,Chenini,33.899,10.044,0,respiratoire,0.558,0.825,5.35,11.192,0.333,10.62,115.1,72.5,14.9,0,Normal
2023-03-17,El Akarit,33.849,10.143,4,dermatologique,0.558,0.825,5.35,11.192,0.333,10.62,115.1,72.5,14.9,1,Vigilance
2023-03-17,Oudhref,33.83,10.087,5,respiratoire,0.558,0.825,5.35,11.192,0.333,10.62,115.1,72.5,14.9,1,Vigilance
2023-03-17,Bab Bhar,33.891,10.118,1,respiratoire,0.558,0.825,5.35,11.192,0.333,10.62,115.1,72.5,14.9,0,Normal
2023-03-17,Jara,33.905,10.071,3,digestif,0.558,0.825,5.35,11.192,0.333,10.62,115.1,72.5,14.9,1,Vigilance
2023-03-18,Bou Chemma,33.882,10.098,15,respiratoire,3.075,1.196,7.312,12.342,0.583,15.4,108.0,64.8,15.9,3,Urgence
2023-03-18,Chatt,33.876,10.105,10,digestif,3.075,1.196,7.312,12.342,0.583,15.4,108.0,64.8,15.9,3,Urgence
2023-03-18,Metouia,33.971,10.001,5,respiratoire,3.075,1.196,7.312,12.342,0.583,15.4,108.0,64.8,15.9,3,Urgence
2023-03-18,Chenini,33.899,10.044,6,respiratoire,3.075,1.196,7.312,12.342,0.583,15.4,108.0,64.8,15.9,3,Urgence
